metric,value
DoF,16.0
DoF Baseline,25.0
chi2,322.5048154428792
chi2 p-value,0.0
chi2 Baseline,2220.3646128883056
CFI,0.8603854623311844
GFI,0.8547514162444892
AGFI,0.7730490878820144
NFI,0.8547514162444894
TLI,0.7818522848924756
RMSEA,0.18679811416526984
AIC,22.82725521657135
BIC,74.54627455528954
LogLik,0.5863723917143258
