feature,importance
platform_tieba,1.6045967800009855
platform_bili,1.467679803942673
platform_douyin,1.1795863491360745
platform_weibo,1.0134247449157618
platform_xhs,0.19220828619271949
platform_zhihu,0.1330950611054313
sentiment,0.01021517616137468
text_len,0.00023780756949231334
hashtag_count,0.0
